emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image
316445,Near Eastern,B2802,Jar,,,Iraq|Nippur,Ceramic,,,,,"Gift of Mr P. H. Field, 1889",,"Traces of Red and Brown Glaze/Flaking<br />CBS Register: small terracotta jar, blueish enamelled, enamel largely faded",,,Glazed,,,,,,,,,http://www.penn.museum/collections/object/316445,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/121333_800.jpg
332440,Near Eastern,50-3-1891,Core,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/332440,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
51779,Near Eastern,50-3-1691,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/51779,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
160710,Near Eastern,50-2-1287,Concave Transverse Scraper,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, single edged on flake blade",,,,,,,,,,,,http://www.penn.museum/collections/object/160710,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
104240,Near Eastern,50-2-1289,Typical Burin,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, on flake",,,,,,,,,,,,http://www.penn.museum/collections/object/104240,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
53065,Near Eastern,61-14-1747,Pebble,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Somewhat oval, flat top and bottom.",,,,,,,,,,,,http://www.penn.museum/collections/object/53065,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
213700,Near Eastern,50-2-1569,Levallois Flake,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/213700,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
160440,Near Eastern,50-2-1730,Spent Discoidal Core,,,Iran|Bisitun,Flint,,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,flint,,,,,,,,,,,,http://www.penn.museum/collections/object/160440,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
76168,Near Eastern,50-3-1867,Blade,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,On blade,,,,,,,,,,,,http://www.penn.museum/collections/object/76168,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398722,Near Eastern,37-37-263,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398722,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398687,Near Eastern,37-37-228,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398687,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398725,Near Eastern,37-37-266,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398725,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
329851,Near Eastern,65-31-348,Plaque,,Iron Age II,Iran|Hasanlu,Ivory,Hasanlu Period IV,1100-800 BC,-1100,-800,"The Hasanlu Project; Robert H. Dyson Jr., 1964",,"Ivory; miscellaneous assortment of fragments.<br />Muscarella Publication: ""Miscellaneous fragments of the same bull-and-tree types as nos. 214-217. Extant are parts of a bull's leg and parts of a tree. One fragment shows legs moving right, another a horn, right, and part of a tree.""",,,,,,,,,,,HAS64-1051,http://www.penn.museum/collections/object/329851,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
106892,Near Eastern,50-2-196,Levallois Flake,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/106892,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
322365,Near Eastern,50-2-198,Cnverg-Cnvex Scraper,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, on blade",,,,,,,,,,,,http://www.penn.museum/collections/object/322365,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
322366,Near Eastern,50-2-208,Complete Flake,,,Iran|Bisitun,Flint,,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/322366,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
293285,Near Eastern,50-3-1554,Denticulate,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,On blade,,,,,,,,,,,,http://www.penn.museum/collections/object/293285,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
235799,Near Eastern,59-22-21,Sherd,,,Turkey (Country)|Tarsus (Turkey),Ceramic,Early Bronze,,,,"Exchange with the Peabody Museum, Harvard, 1959",,Light slipped chaff ware,,,,,,,,,,,57.17.60.10840,http://www.penn.museum/collections/object/235799,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
286204,Near Eastern,50-3-1915,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/286204,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
110700,Near Eastern,37-11-473,Finger Ring,,,Iran|Rayy,Bronze,,Islamic II,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Bronze.  Plain square bezel with circle in center.,,,,,0.8,1.9,2,,,,RH 6443,http://www.penn.museum/collections/object/110700,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/85700_800.jpg
454469,Near Eastern,37-38-3,Sherd,,,Iran|Rayy,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,Glazed,,,,,,,,RCh,http://www.penn.museum/collections/object/454469,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
289438,Near Eastern,50-3-630,Core,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/289438,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
146708,Near Eastern,50-2-375,Scraper,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"Convergent-Straight. flint, curved, high-ridged levallois on flake",,,,,,,,,,,,http://www.penn.museum/collections/object/146708,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
234741,Near Eastern,50-2-376,Tayac Point,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, on flake",,,,,,,,,,,,http://www.penn.museum/collections/object/234741,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
88059,Near Eastern,50-3-5,Sample,,,Iran|Belt Cave (uncertain),Bone,Prehistoric,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/88059,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
261939,Near Eastern,50-3-1732,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/261939,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
226549,Near Eastern,50-2-2817,Sherd,,Achamenian,Iran|Bisitun,Ceramic,Achamenian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,Type: hard<br />Temper: fine<br />Surface: red<br />Remarks: wheel made,,,,,,,,,,,,http://www.penn.museum/collections/object/226549,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
173579,Near Eastern,50-2-1232,Levallois Flake,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, double edged on flake",,,,,,,,,,,,http://www.penn.museum/collections/object/173579,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
262862,Near Eastern,50-2-1234,Sng Convex Scraper,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"flint, single edged on flake",,,,,,,,,,,,http://www.penn.museum/collections/object/262862,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
257736,Near Eastern,69-12-13,Spindle Whorl,,,Iran|Hajji Firuz,Stone,,,,,"The Hasanlu Project (Hajji Firuz); Mary M. Voight, 1969",,"Recut biconical spindle whorl; previous lengthwise boring still visible and new boring; mottled creamy white, variegated (Found against J 11 Wall F)",,,,,,,,,,,HF68-213,http://www.penn.museum/collections/object/257736,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/211439_800.jpg
55979,Near Eastern,50-2-2887,Sherd,,Achamenian,Iran|Bisitun,Ceramic,Achamenian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"Type: soft<br />Temper: medium<br />Surface: red, two slightly indented lines",,,,,,,,,,,,http://www.penn.museum/collections/object/55979,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
247229,Near Eastern,50-3-80,Blade,,,Iran|Belt Cave (uncertain),Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/247229,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
277425,Near Eastern,33-4-68,Figurine,,,Iraq|Billa,Terracotta,Billa II,,,,"American School Oriental Research / University Museum Expedition toTell Billa, Iraq; E. A. Speiser 1932-1933",,"cloven hoof, painted red",,,,Snake Head?,,5,2.5,,,cm,B3-144,http://www.penn.museum/collections/object/277425,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/211548_800.jpg
300111,Near Eastern,50-3-1211,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/300111,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
351865,Near Eastern,87-9-127,Sherd,,,Jordan|Baq'ah Valley,Quartz,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,"Small sherd of coarse quartz tempered ware, orange to grey in color with a grey core.  Not completely oxidized in the firing.  Roughly circular shape and pierced in the center.  Sides of pierced edge of the sherd is left rough.  Base sherd?",,,,,,,,,,,Basket VII.1.9 \| Object #5,http://www.penn.museum/collections/object/351865,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
351866,Near Eastern,87-9-128,Sherd,,,Jordan|Baq'ah Valley,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,Perforated sherd with light orange ware with a creamy brown core.  Circular shape with hole pierced through center.  Edges have been carefully smoothed.  Made from either a base or large body sherd.,,,,,,,,,,,Basket VII.1.20 \| Object # 16,http://www.penn.museum/collections/object/351866,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
351868,Near Eastern,87-9-131,Pounder (uncertain),,,Baq'ah Valley,Limestone,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,"Brown limestone with grey interior, flint-like.  Spheroidal shape with portions of surface appearing pecked.  Shattered by pick.",,,,,,,,,,,,http://www.penn.museum/collections/object/351868,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364668,Near Eastern,87-9-132,Clay Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Clay,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,Clay tabun fragments; flattened on two sides and irregularly shaped.,,,,,,,,,,,Object#14,http://www.penn.museum/collections/object/364668,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364669,Near Eastern,87-9-133,Base Fragment (uncertain),,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,"Conical shape, broken at one end; possibly a tripod base fragment.",,,,,,,,,,,Object #36,http://www.penn.museum/collections/object/364669,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364670,Near Eastern,87-9-134,Mortar,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Clay,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,Tabun/mortar?; irregularly shaped.,,,,,,,,,,,Object #48,http://www.penn.museum/collections/object/364670,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364671,Near Eastern,87-9-135,Object,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Limestone,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,"Smooth, egg-shaped object.",,,,,,,,,,,Object #47,http://www.penn.museum/collections/object/364671,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364673,Near Eastern,87-9-137,Object,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Limestone,,,,,"The Baq'ah Valley Project, Pat McGovern, 1987",,Limestone circular object; sharp-edged (rounded in one place) and rounded on two sides.,,,,,,,,,,,Object #75,http://www.penn.museum/collections/object/364673,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
276127,Near Eastern,50-3-1060,Knife,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/276127,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
175188,Near Eastern,50-2-2735,Sherd,,Achamenian,Iran|Bisitun,Ceramic,Achamenian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,Type: hard<br />Temper: fine<br />Surface: red<br />Remarks: wheel made,,,,,,,,,,,,http://www.penn.museum/collections/object/175188,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
295925,Near Eastern,37-11-247,Bead,,,Iran|Rayy,Carnelian|Stone,,Islamic II or III,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,3 beads.  Carnelian facetted double conoid.  Carenelian small ball.  Grey stone spheroid.,,,,,,,,,,,RCI 3559|Draw. or 2,http://www.penn.museum/collections/object/295925,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
368821,Near Eastern,37-11-297,Coin,,Islamic|Abbasid,Iran|Rayy,Silver,Abbasid Dynasty,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"AE.  Oxided, cleaned, much abraded, legends almost entirely effaced.  Dynasty Abbasid.  Date: effaced.  [prob. 2nd or 3rd/9th C.]  Mint: effaced.",,,,,,,,,,,RH 5889|ANS 1002.1.82,http://www.penn.museum/collections/object/368821,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/137154_800.jpg
335738,Near Eastern,50-3-1389,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/335738,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
352717,Near Eastern,81-6-209,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Back shaved off. Flatter than Cave A4 cowries suggesting different species. [information from catalogue card]  ""Cypraea Moneta or Monetaria"" [written on box in which piece was found]",,,,,,,,,,,B80.IV.18|Date excavated:  6-16-1980,http://www.penn.museum/collections/object/352717,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
346779,Near Eastern,81-6-214,Nail (uncertain),,,Jordan|Baq'ah Valley,Iron,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Flattened ""head,"" narrowing to a point. [information taken from catalogue card]",,,,,,,,,,,B80.IV.11|Date excavated:  6-14-80,http://www.penn.museum/collections/object/346779,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
352183,Near Eastern,81-6-215,Bead (uncertain)|Pendant (uncertain),,,Jordan|Baq'ah Valley,Carnelian,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Elongated drop type. Beck type III perforation. [information taken from catalogue card],,,,,,,,,,,B80.IV.14|Date excavated:  6-15-1980,http://www.penn.museum/collections/object/352183,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
346780,Near Eastern,81-6-216,Pipe Fragment,,,Jordan|Baq'ah Valley,Ceramic,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Incised decoration on exterior. No evidence of burning on Interior. Red Clay with hand burnished brown slip, fired. [information taken from catalogue card]",,,Burnished|Slip|Incised,,,,,,,,B80.IV.3|Date excavated:  6-7-1980,http://www.penn.museum/collections/object/346780,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
352184,Near Eastern,81-6-217,Pipe Bowl,,,Jordan|Baq'ah Valley,Bone,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Numerous scratches and incisions on surface, probably from shaping process on front of bowl, vertical incisions crossed by one deep horizontal incision. Burning on exterior but not interior. Made from a bone (Femur). [information taken from catalogue card.]",,,,,,,,,,,B80. IV.7|Date excavated:  6-8-1980,http://www.penn.museum/collections/object/352184,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
347027,Near Eastern,81-6-220,Weight (uncertain),,,Jordan|Baq'ah Valley,Stone,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Ovaloid rock. Weight?  Spherical with slight flattening on one side.  Gray stone.,,,,,,,,,,,B80.IV.21,http://www.penn.museum/collections/object/347027,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
355381,Near Eastern,81-6-224,Weight (uncertain),,,Jordan|Baq'ah Valley,Stone,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Spherical pebble, broken on one side, White/yellow stone [information taken from catalogue card]",,,,,,,,,,,B80.IV.1|Date excavated:  6-5-1980,http://www.penn.museum/collections/object/355381,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
344595,Near Eastern,81-6-225,Weight (uncertain),,,Jordan|Baq'ah Valley,Stone,Iron Age IIC,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Spheroid with small indentations on one flattened side. Translucent gray brown stone. [information taken from catalogue card],,,,,,,,,,,B80.IV.12,http://www.penn.museum/collections/object/344595,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
345443,Near Eastern,81-6-228,Base Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Patinated, transparent, greenish tinged glass",,,,,,,,,,,Reg. No. V.6,http://www.penn.museum/collections/object/345443,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364676,Near Eastern,81-6-229,Figurine Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Clay,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Solid head of hollow body.  Only one eye and part of one ear wholly preserved.  Raised band down neck may indicate mane, and raised bands encircling base of neck may be reins.  Red clay with gray core, fired.",,,,,,,,,,,Reg. No. V.9,http://www.penn.museum/collections/object/364676,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364677,Near Eastern,81-6-230,Game Piece|Stopper|Weight,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Roughly circular cut-out piece of pottery.  Red ware with gray core; smoothed.,,,Red Ware,,,,,,,,Reg. No. V.8,http://www.penn.museum/collections/object/364677,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
347454,Near Eastern,81-6-231,Glass Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Patinated, transparent, greenish tinge.",,,,,,,,,,,Reg. No. V.2,http://www.penn.museum/collections/object/347454,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
345920,Near Eastern,81-6-232,Nail,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Iron,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Rectangular section, narrowing towards tip.",,,,,,,,,,,Reg. No. V.3,http://www.penn.museum/collections/object/345920,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364678,Near Eastern,81-6-233,Nail,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Iron,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Rectangular section, narrowing towards tip.  2.2 cm. of shank at 90, and is folded back upon itself and reflattened.",,,,,,,,,,,Reg. No. V.4,http://www.penn.museum/collections/object/364678,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364679,Near Eastern,81-6-234,Rim Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Heavily patinated, transparent, greenish tinge.",,,,,,,,,,,Reg. No. V.5,http://www.penn.museum/collections/object/364679,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
349263,Near Eastern,81-6-235,Rim Fragment,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Heavy patinated, transparent, green tinged glass. Belongs to same vessel as 81-6-234 (Reg. No. V.5).",,,,,,,,,,,Reg. No. V.10,http://www.penn.museum/collections/object/349263,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364680,Near Eastern,81-6-236,Handle,,,Jordan|Baq'ah Valley|Khirbet Umm ad-Dananir,Clay,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Impressed design--winged disc?  Part of second stamp near edge of break.  Red clay, fired.",,,Stamped,,,,,,,,Reg. No. V.1,http://www.penn.museum/collections/object/364680,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
426795,Near Eastern,61-14-2722,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,,,,,,,,,,,,,http://www.penn.museum/collections/object/426795,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
183245,Near Eastern,50-3-58,Blade,,,Iran|Belt Cave (uncertain),Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,On blade,,,,,,,,,,,,http://www.penn.museum/collections/object/183245,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
169821,Near Eastern,50-2-2925,Rim Sherd,,Achamenian,Iran|Bisitun,Ceramic,Achamenian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,"Type: medium<br />Temper: medium<br />Surface: red on black, cream slip",,,,,,,,,,,,http://www.penn.museum/collections/object/169821,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
353,Near Eastern,65-31-573,Plaque,,,Iran|Hasanlu,Ivory,Hasanlu Period IV,1000-800 BC,-1000,-800,"The Hasanlu Project; Robert H. Dyson Jr., 1964",,Ivory plaque fragment; fragment of object in relief with raised area with undercut edge.,,,,,,,,,,,,http://www.penn.museum/collections/object/353,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
351486,Near Eastern,81-14-402,Bowl,,,Jordan|Baq'ah Valley,Ceramic,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Reconstructed Rim Sherd, Red Orange.  Consists of 3 fragments.  thinned rim.",,,,,,,,,,,B3.195 (B3.45),http://www.penn.museum/collections/object/351486,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
354090,Near Eastern,81-14-404,Bowl,,,Jordan|Baq'ah Valley,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"4 Sherds: 3 Rim Sherds joined<br />2 Rim and 1 body sherds joined<br />2 Rim and 2 body sherds joined<br />1 Body sherd<br /><br /><br />Red and orange with blue and red stripes on inside, red painted on top of rim",,,,,,,,,,,B3.129|B81 (B-3 59),http://www.penn.museum/collections/object/354090,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
426776,Near Eastern,61-14-2703,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd w/ small spout. Buff fabric w/ darker ext. Slurried clay at int. base of spout. 5 horizontal brown stripes.,,,,,,,,,,,4-15-30/ 531,http://www.penn.museum/collections/object/426776,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
426777,Near Eastern,61-14-2704,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Body sherd. Dark grey fabric w/ white inclusions. Thin, slurried, roughly shaped piece of a small vessel. Several white horizontal stripes on ext.",,,,,,,,,,,6-3-33/ 513,http://www.penn.museum/collections/object/426777,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
426778,Near Eastern,61-14-2705,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Dsic base and pointed rim of bowl. Brown fabric w/ red burnished int.,,,,,,,,,,,4-6-33/ 374|33-4-335/ 335,http://www.penn.museum/collections/object/426778,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
