Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-69504,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Deux consoles de colonne à tenon[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Inscription supérieure: console de colonne à tenon en calcaire dur et blanc avec une corniche moulurée. Dimensions: 50x46x86 cm. Le tenon mesure 20x43x20 cm. H. des lettres: 2 cm. Interlignes: 1.5 cm. L'inscription est mal conservée et on ne peut restituer que: &quot;Cette statue est celle de …, fils de …, fils de …,&quot; ainsi que &quot;parce qu'il leur a été agréable, au mois de … de l'an 414 (102/103 apr. J.-C.).&quot;

Inscription inférieure: console de colonne à tenon en calcaire dur, blanc avec une corniche moulurée très délitée (cf. IAS-COL-69547). Le corps de la console est structuré en deux registres. Dimensions: 46x43.6x72 cm. Le tenon mesure 40x16.5x16.5 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été tracées en peinture rouge. L'inscription est la suivante: &quot;Au mois de … de l'an 5.., cette statue est celle de Zabba, fils de Maqqaia, fils de Bôlhazai, fils de …, fils de Maqqaia, qui lui ont élevée les cavaliers de l'aile de Gamla et de Ana, parce qu'il leur a été agréable, en son honneur.&quot;

Les consoles ont été trouvées encastrées dans le mur sud des structures byzantines devant le [i]pronaos[/i], le 9 septembre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Bas-Empire,414,414,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 52, pl. XII, n°42 et p. 65, pl. XIV, n°51, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69505,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Soubassement[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69506,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne tenante[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc (cf. IAS-COL-69498-69499) avec une corniche moulurée et des traces d'encastrement des pieds d'une statue de bronze à la surface. H. du tambour: 42.5 cm, D. du tambour: 71 cm. Console: 52x 42.5x43.5 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été peint en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Malkou, fils d'Olga, fils de Ouahbai, fils de Bêlhazai, des Benê Maziyân, que lui ont élevée Baalshamîn, Dourahloun et les Benê Maziyân, en son honneur, parce qu'il leur a été agréable, ainsi qu'à leurs dieux, et qu'il a fait ce portique médian tout entier à ses frais, au mois de Eloul de l'an 401 (septembre 90).&quot; La console, remployée dans un mur tardif parallèle au mur de fond du portique C 3, derrière la 6e colonne à partir de l'angle sud, a été trouvée le 15 septembre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,90,90,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIX, n°4, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, BHR 10, 1971, p. 52-53, pl. XI, n°40.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69507,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autel de la salle de banquets (juin 73)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur ; base et corniche moulurées ; face supérieure plane, bordée de part et d'autre d'une volute ionique brisée à droite, conservée à gauche avec sa palmette et, sur le côté un tore resserré en son milieu par une guirlande avec noeud d'Héraclès. Dimensions: 58x129x54.5 cm. Largeur du pilier sans les moulures: 38.7 cm. Hauteur: 55.3 cm. Inscription au sommet du pilier, sous la corniche. Hauteur des lettres: 1.5 cm. Interligne: 1 cm. L'inscription en palmyrénien est la suivante: &quot;Ces autels ont été offerts par Malkou et Raaiel, les fils de Gadda, fils de Taimai, des Benê Maziyân, au dieu Baalshamîn, afin qu'ils soient, ces autels, à la grande porte, lieu qui existera; au mois de Siouan de l'an 384 (juin 73).&quot; L'autel a été trouvé le 8 septembre 1954, [i]in situ[/i], dressé sur une base moulurée adossée au mur ouest de la salle de banquets, devant l'extrémité ouest de la longue banquette inscrite.",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,73,73,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°3 et n°4, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 37-38, pl. VII, n°24, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69508,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne à tenon[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc (cf. IAS-COL-69498-69499) avec une corniche moulurée et des traces d'encastrement des pieds d'une statue de bronze à la surface. H. du tambour: 42.5 cm, D. du tambour: 71 cm. Console: 52x 42.5x43.5 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été peint en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Malkou, fils d'Olga, fils de Ouahbai, fils de Bêlhazai, des Benê Maziyân, que lui ont élevée Baalshamîn, Dourahloun et les Benê Maziyân, en son honneur, parce qu'il leur a été agréable, ainsi qu'à leurs dieux, et qu'il a fait ce portique médian tout entier à ses frais, au mois de Eloul de l'an 401 (septembre 90).&quot; La console, remployée dans un mur tardif parallèle au mur de fond du portique C 3, derrière la 6e colonne à partir de l'angle sud, a été trouvée le 15 septembre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,90,90,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 52-53, pl. XI, n°40, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69509,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autel devant le temple (6 février 115)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, à section carrée; face supérieure plane; base et corniche moulurées, en forte saillie. Dimensions totales: 114.5x137x114.5 cm. Corps de l'autel, sans la base et la corniche: 82x66x82 cm. Inscription bilingue; hauteurs des lettres grecques et palmyréniennes: 3 cm et 2.2-3 cm. Interligne: 1.3 cm. L'inscription est la suivante: &quot;À Zeus très haut et qui exauce, Malichos, Aouidos, Iaribôles et Agegos, les fils de Bôlemmès, fils d'Aouidaios, fils de Bôlemmès, ont offert en voeu, en l'an 426, le 7e jour du mois de Peritios (7 février 115).&quot; L'autel a été trouvé en 1935 par M. Ecochard, [i]in situ[/i], devant le temple de Baalshamîn, dressé sur un socle mouluré, légèrement désaxé vers le sud.",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,115,115,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LVIII, n°1, 2 et 4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69510,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc d'architrave[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc avec une corniche moulurée (cf. IAS-COL-69510, 69771 et 69772). Dimensions: 269x54x71.5 cm. H. des lettres: 2.6 cm. Interlignes: 1.8 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son entablement et sa toiture ont été offerts par Yarhai, fils de Lishamsh, fils de Raai, des Benê Maziyân, à Baalshamîn, dieu bon et rémunérateur, pour son salut et le salut de ses enfants et de son (ou ses) frère(s), au mois de Eloul de l'an 378 (septembre 67 ap. J.-C.).&quot; L'architrave a été trouvée au 4e entrecolonnement à partir de la colonne d'angle C 3/C 4, le 25 septembre 1954.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,67,67,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXI, n°3, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 15-16, pl. I, n°1 B, détail, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69511,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne tenante[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire dur, blanc (cf. IAS-COL-69498-69499) avec une corniche moulurée et des traces d'encastrement des pieds d'une statue de bronze à la surface. H. du tambour: 42.5 cm, D. du tambour: 71 cm. Console: 52x 42.5x43.5 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été peint en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Malkou, fils d'Olga, fils de Ouahbai, fils de Bêlhazai, des Benê Maziyân, que lui ont élevée Baalshamîn, Dourahloun et les Benê Maziyân, en son honneur, parce qu'il leur a été agréable, ainsi qu'à leurs dieux, et qu'il a fait ce portique médian tout entier à ses frais, au mois de Eloul de l'an 401 (septembre 90).&quot; La console, remployée dans un mur tardif parallèle au mur de fond du portique C 3, derrière la 6e colonne à partir de l'angle sud, a été trouvée le 15 septembre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,90,90,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIX, n°4, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 52-53, pl. XI, n°40, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69512,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc rectangulaire[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire, assez tendre de surfaces irrégulières (cf. IAS-COL-69512). Dimensions: 39x25x16 cm. H. des lettres: 1.5-2 cm, interlignes: 1-2 cm. L'inscription est la suivante: &quot;Au mois de Iyar de l'an 322 (mai 11), ce tombeau a été ouvert; et l'a fait (?) Ouahballât, fils de Mattanai, fils de Gaddarsou, fils de Mattanai, fils de Qainou, fils de Artai (?), fils de Yedîbêl; il l'a ouvert et il l'a fait (?); il sera commémoré à jamais, lui et ses fils, en bien. Et que soit commémoré Ogeilou, fils de Malkou, fils de Hairan. Que soit commémoré à jamais …, fils de Yedîbêl Rabba (?), notre père Rabba. Paix.&quot; Le bloc a été trouvé le 10 septembre 1956, encastré dans le mur de briques crues bordant au nord-est le [i]dromos[/i] de l'ancien tombeau G, devant la deuxième tombe à partir de l'ouest; le bloc était maintenu en place par un gros cadre en stuc, couvert de nombreux graffiti.",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 72-75, pl. XVI, n°60, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69513,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t]. 
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire dur (cf. IAS-ARC-69521). H.: 83 cm. D.: 69.5 cm. Elle porte un rectangle inscrit de 28x15 cm. H. des lettres: 2.8, interlignes: 1.3 cm. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Zabdilah, fils de Zabdaateh (fils de) Mîka.&quot; Le tambour a été trouvé le 12 octobre 1954, remployé dans la colonnade du narthex établi à l'arrière du temple lors de sa transformation en église. La comparaison avec des inscriptions datées de Palmyre suggère une datation vers 67 ap. J.-C. ",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,60,80,Syrie,Palmyre/Tadmor,,Inv. fouille 132; Inscr. 5B.,Photographie,"Paul Collart, UNIL-ASA",1954-1956,34.553264,38.269978,,Site
IAS-COL-69514,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, très endommagé (portique C 3). H. max.: 40 cm. D.: 70 cm. H. des lettres: 2-2.5 cm. Interlignes: 1-1.5 cm. L'inscription est la suivante: &quot;Ces trois colonnes, leur entablement et leur toiture ont été offerts par Ogeilou, fils de Yarhibôla 'SPDR.&quot; L'inscription, remployé dans un muret tardif perpendiculaire au mur de fond, derrière la quatrième colonne à partir de l'angle sud, a été trouvée le 8 octobre 1954.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69515,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc ; importante corniche moulurée ; corps de la console à deux registres ; à la face supérieure, trou de scellement décentré vers la gauche. Dimensions sans le tenon: 56.3x38.5x64 cm. Tenon: 30x24x24 cm. Hauteur des lignes: 3 cm. Interlignes: 1 cm. Trois lignes gravées sur la corniche (listel, cavet, doucine) et deux sur le registre supérieur ; lettres peintes en rouge. L'inscription en grec est la suivante: &quot;(En l'honneur de) Septimius Odainath, le clarissime consulaire, le symposion des konetai, à son patron, l'an 569 (257/258).&quot; La console a été trouvée le 15 septembre 1955, tombée avec le tambour de colonne dans lequel elle était encastrée, devant la 11e colonne à partir de l'angle sud du portique C 1 ; réintégrée à sa place lors de l'anastylose d'un tronçon de cette colonnade.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,257,258,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIX, n°1, 3 et 5, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 66-67, pl. XIV, n°52, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69516,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc rectangulaire[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire, assez tendre de surfaces irrégulières (cf. IAS-COL-69512). Dimensions: 39x25x16 cm. H. des lettres: 1.5-2 cm, interlignes: 1-2 cm. L'inscription est la suivante: &quot;Au mois de Iyar de l'an 322 (mai 11), ce tombeau a été ouvert; et l'a fait (?) Ouahballât, fils de Mattanai, fils de Gaddarsou, fils de Mattanai, fils de Qainou, fils de Artai (?), fils de Yedîbêl; il l'a ouvert et il l'a fait (?); il sera commémoré à jamais, lui et ses fils, en bien. Et que soit commémoré Ogeilou, fils de Malkou, fils de Hairan. Que soit commémoré à jamais …, fils de Yedîbêl Rabba (?), notre père Rabba. Paix.&quot; Le bloc a été trouvé le 10 septembre 1956, encastré dans le mur de briques crues bordant au nord-est le [i]dromos[/i] de l'ancien tombeau G, devant la deuxième tombe à partir de l'ouest; le bloc était maintenu en place par un gros cadre en stuc, couvert de nombreux graffiti.",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69517,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bloc d'architrave[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire dur et blanc avec une corniche moulurée (IAS-COL-69768). Dimensions: 270x55x73 cm. H. des lettres: 10-13 cm. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son mur et sa toiture…&quot; L'architrave a été trouvée le 18 septembre 1954, tombée obliquement entre les colonnades de C 5 et T 2, derrière la 4e colonne à partir de l'extrémité ouest de C 5.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 23-24, pl. IV, n°9, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69518,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)
[nl] En calcaire tendre et poreux (grande cour). H. max.: 67.5 cm. D.: 68 cm. L'inscription se trouve au sommet du tambour, à 4 cm du bord supérieur. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Au mois de Tebet de l'an 363 (Javier 52), cette colonne a été offerte par Amtallat, fille de Baraa, fils de Aténatan, des Benê Mîta, épouse de Taima fils de Bêlhazai fils de Zabdibêl, de la tribu des Benê Maziyân, à Baalshamîn, dieu bon et rémunérateur, pour son salut et le salut de ses fils et de son (ou ses) frère(s).&quot; Le tambour, remployé ans le mur tardif M 3, a été trouvée le 12 octobre 1955.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,52,52,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 25-26, pl. IV, n°11, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69519,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console de colonne à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, rosé, brisé en trois fragments et reconstitué, avec une corniche et des traces d'encastrement de pieds d'un statue en bronze. Dimensions de la console: 55x38.5x78.5 cm. Tenon: Largeur: 19.5 cm. Profondeur: 21 cm. H. des lettres: 2.4 cm. Interlignes: 1.2 cm. Les lettres, distribuées sur deux registres, sont peintes en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Bêlhazai, fils de Oga, fils de Ouahbai, (fils de) Bôlhazai, que lui ont faite les Benê Maziyân, en son honneur et (parce que) lui et ses fils ont fait ce portique, ses colonnes et sa toiture, l'an 415 (103/104 ap. J.-C.).&quot; La console, remployée en plusieurs morceaux dans les parois d'un puisard tardif à l'angle ouest de la grande cour, derrière la colonne d'angle des portiques C 1 et C 4, a été trouvée le 10 octobre 1954.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,103,104,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 54-55, pl. XII, n°43, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69520,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Petit autel[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, jaune clair, brisé en haut et à droite; un petit fragment (inv. fouille 315) sans être directement jointif, a cependant pu être remis à sa place, donnant le bord droit de la pierre et les premières lettres des l. 1 à3; base moulurée, très usée; faces verticales parées. Dimensions avec la base moulurée: 26x56x26 cm. Sans la base; 20x43x20 cm. Hauteur des lettres: 1.5 cm. Interligne; 1 cm. Traces de peinture rouge dans les lettres. L'inscription en palmyrénien est la suivante: &quot;Béni soit son nom à jamais, le Bon et le Miséricordieux! À fait cet autel en action de grâces Qoreinou, fils de Malê (?), (fils de) Qoreinou, pour son salut et le salut de ses fils, au mois de Eloul de l'an 518 (septembre 207).&quot; L'autel a été trouvé le 13 septembre 1956 dans l'extrémité orientale du bâtiment nord, près de murs tardifs faits de blocs de remploi.",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,207,207,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 40-41, pl. VIII, n°27, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69521,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Tambour de colonne[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur (cf. IAS-ARC-69513). H.: 83 cm. D.: 69.5 cm. Elle porte un rectangle inscrit de 28x15 cm. H. des lettres: 2.5, interlignes: 1.3 cm. L'inscription est la suivante: &quot;Ce portique tout entier a été offert par Zabdilah, fils de Zabdaateh (fils de) Mîka.&quot; Le tambour a été trouvé le 12 octobre 1954, remployé dans la colonnade du narthex établi à l'arrière du temple lors de sa transformation en église. La comparaison avec des inscriptions datées de Palmyre suggère une datation vers 67 ap. J.-C.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,60,80,Syrie,Palmyre/Tadmor,,"Inv. Fouille 207 208, 209 ou 211; Inscr. 4 A, B, C ou D",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69522,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console murale à tenon[/t].
[nl] [-x-]
[nl] (Photo en noir et blanc)
[nl] En calcaire blanc dur, avec une corniche moulurée (portique C 5). Le corps est divisé en deux registres. Dimensions max.: 41.5x56x80 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres étaient peintes en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Yarhai, fils de Ogeilou, fils de Hairan, (fils de) Fouhai, que lui a élevée Zabda, fils de Barîkai, fils de Shimeôn, fils de Baroukai, parce qu'il lui a été agréable, en son honneur, au mois de Tebet de l'an 449 (janvier 138).&quot; La console a été trouvée le 22 septembre 1954, remployée dans un mur tardif dans le 3e entrecolonnement à partir de l'angle ouest.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,138,138,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 60, pl. XIII, n°16, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69523,"[t] Palmyre/[i]Tadmor[/i] (Syrie), sanctuaire de Baalshamîn. Inscription sur céramique[/t].
[nl] (Photo en noir et blanc) 
[nl] Inscription découverte dans le portique C 3, dans le sanctuaire de Baalshamin. Inscription de compte donnant une liste de noms propres. Tesson de poterie commune: fragment de panse brisé en plusieurs morceaux. Dimensions maximales: 12x15x0.7.",MOBILIER,Vaisselle/Récipient/Vase,Tesson,Romaine,,,,Syrie,Palmyre/Tadmor,,Inscr. cér. 5,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69524,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fragment d'un petit autel[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, brisé en sa partie supérieure; base moulourée, angle antérieur gauche brisé. Dimensions: 36x44.5x36 cm. Largeur sans la base: 27 cm. Hauteur des lettres: 2.3 cm. Interligne: 0.8-1 cm. L'inscription est la suivante: &quot;(Autel, ou voeu) qu'a offert un tel, fils de …anos, celui de Danargeineos, au dieu de Soura, le juste en l'an 85.&quot; L'autel a été trouvé le 15 septembre 1954 dans la salle de banquets, à côté de l'autel [i]in situ[/i] (vol. III, pl. VII, n°24).",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,85,85,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69525,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console murale à tenon[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire tendre jaunâtre (portique C 3). Dimensions: 58x46x49.5 cm. H. des lettres: 1.5-2.5 cm. Interlignes: 1 cm. Les lettres sont peintes en rouge. L'inscription est la suivante: &quot;Au mois de Siouân de l'an 360 (juin 49), cette statue est celle de Zabba, fils de Taimna, fils de Ouahbai, fils de Bêlhazai, de la tribu des Benê Maziyân, que lui ont élevée les prêtres du dieu Baalshamîn, parce qu'il leur a été agréable, en son honneur.&quot; La console a été trouvée le 6 septembre 1954, derrière la 4e colonne à partir de l'angle sud.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,49,49,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 51, pl. XI, n°38, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
