,emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image_url
3215,332959,Egyptian,32-42-1222.20,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/332959,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3216,54130,Egyptian,32-42-1222.18,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/54130,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3217,254170,Egyptian,32-42-1222.16,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/254170,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3218,253958,Egyptian,32-42-1227.4,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/253958,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3219,72931,Egyptian,32-42-1223.6,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,2.0,,cm,31-12-482,http://www.penn.museum/collections/object/72931,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3220,188221,Egyptian,32-42-1223.3,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,2.0,,cm,31-12-482,http://www.penn.museum/collections/object/188221,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3221,142274,Egyptian,32-42-1223.1,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,2.0,,cm,31-12-482,http://www.penn.museum/collections/object/142274,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3222,325307,Egyptian,29-70-492,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,3.0,,cm,M4691,http://www.penn.museum/collections/object/325307,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3223,64833,Egyptian,29-70-494,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.4,,cm,M4745,http://www.penn.museum/collections/object/64833,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3224,259332,Egyptian,29-70-496,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.1,,cm,M5186,http://www.penn.museum/collections/object/259332,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3225,245970,Egyptian,29-70-500,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.3,,cm,M5304,http://www.penn.museum/collections/object/245970,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3226,325308,Egyptian,29-70-502,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.1,,cm,M5334,http://www.penn.museum/collections/object/325308,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3227,64834,Egyptian,29-70-504,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.0,,cm,M5336,http://www.penn.museum/collections/object/64834,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3228,259333,Egyptian,29-70-506,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.7,,cm,M5338,http://www.penn.museum/collections/object/259333,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3229,159400,Egyptian,29-70-508,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.3,,cm,M5449,http://www.penn.museum/collections/object/159400,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3230,123253,Egyptian,29-70-509,Coin,,Hellenistic,Egypt|Mit-Rahineh,Bronze,Hellenistic|Ptolemy I,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",Ptolemy I,"Overse: head of Zeus; reverse: eagle on thunderbolt, inscribed",,,,Zeus|Eagle|Thunderbolt,,,,2.6,,cm,M5460|272,http://www.penn.museum/collections/object/123253,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3231,90556,Egyptian,29-70-511,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.0,,cm,M5462,http://www.penn.museum/collections/object/90556,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3232,241909,Egyptian,29-70-513,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.2,,cm,M5515,http://www.penn.museum/collections/object/241909,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3233,282986,Egyptian,29-70-514,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.0,,cm,M5794,http://www.penn.museum/collections/object/282986,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3234,23116,Egyptian,29-70-516,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.9,,cm,M6171,http://www.penn.museum/collections/object/23116,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3235,230738,Egyptian,29-70-518,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.2,,cm,M6304,http://www.penn.museum/collections/object/230738,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3236,286695,Egyptian,29-70-520,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.2,,cm,M6439,http://www.penn.museum/collections/object/286695,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3237,149029,Egyptian,29-70-522,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.2,,cm,M6477,http://www.penn.museum/collections/object/149029,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3238,99348,Egyptian,29-70-523,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.2,,cm,M6541,http://www.penn.museum/collections/object/99348,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3239,226985,Egyptian,29-70-525,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.5,,cm,M6600,http://www.penn.museum/collections/object/226985,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3240,2885,Egyptian,29-70-527,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.7,,cm,M6680,http://www.penn.museum/collections/object/2885,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3241,4910,Egyptian,29-70-529,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.6,,cm,M6736,http://www.penn.museum/collections/object/4910,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3242,222233,Egyptian,29-70-531,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.3,,cm,M6800,http://www.penn.museum/collections/object/222233,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3243,165627,Egyptian,29-70-285,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Illegible bronze coin,,,,,,,,1.2,,cm,M176,http://www.penn.museum/collections/object/165627,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3244,86087,Egyptian,29-70-535,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.7,,cm,M7181,http://www.penn.museum/collections/object/86087,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3245,205605,Egyptian,29-70-538,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.0,,cm,M7535,http://www.penn.museum/collections/object/205605,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3246,316102,Egyptian,29-70-533,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.0,,cm,M7113,http://www.penn.museum/collections/object/316102,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3247,307837,Egyptian,29-70-539,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.1,,cm,M7536,http://www.penn.museum/collections/object/307837,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3248,46642,Egyptian,29-70-542,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.1,,cm,M8423,http://www.penn.museum/collections/object/46642,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3249,196953,Egyptian,29-70-544,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.6,,cm,M8443,http://www.penn.museum/collections/object/196953,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3250,272748,Egyptian,29-70-546,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.6,,cm,M8586,http://www.penn.museum/collections/object/272748,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3251,14668,Egyptian,29-70-548,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.4,,cm,M8663,http://www.penn.museum/collections/object/14668,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3252,307838,Egyptian,29-70-540,Coin,,Hellenistic,Egypt|Mit-Rahineh,Bronze,Hellenistic|Ptolemy,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",Ptolemy,,,,,,,,,3.0,,cm,M7814,http://www.penn.museum/collections/object/307838,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3253,291765,Egyptian,29-70-553,Coin,,Ptolemaic,Egypt|Mit-Rahineh,Bronze,Ptolemaic,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.9,,cm,M8696,http://www.penn.museum/collections/object/291765,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3254,142785,Egyptian,29-70-554,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.2,,cm,M8697,http://www.penn.museum/collections/object/142785,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3255,216673,Egyptian,32-42-1227.3,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/216673,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3256,276765,Egyptian,29-70-558,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.4,,cm,M8935,http://www.penn.museum/collections/object/276765,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3257,179656,Egyptian,29-70-557,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.0,,cm,M8781,http://www.penn.museum/collections/object/179656,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3258,293370,Egyptian,29-70-560,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.3,,cm,M8981,http://www.penn.museum/collections/object/293370,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3259,4003,Egyptian,29-70-562,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.8,,cm,M9361,http://www.penn.museum/collections/object/4003,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3260,233345,Egyptian,29-70-564,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.9,,cm,M9363,http://www.penn.museum/collections/object/233345,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3261,300178,Egyptian,29-70-566,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.2,,cm,M9365,http://www.penn.museum/collections/object/300178,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3262,115860,Egyptian,29-70-568,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.1,,cm,M9367,http://www.penn.museum/collections/object/115860,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3263,174262,Egyptian,29-70-571,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.7,,cm,M9370,http://www.penn.museum/collections/object/174262,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3264,237543,Egyptian,29-70-572,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,1.5,,cm,M9371,http://www.penn.museum/collections/object/237543,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3265,324140,Egyptian,32-42-1228D,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Badly corroded.,,,,,,,,,,,31-12-482,http://www.penn.museum/collections/object/324140,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3266,41208,Egyptian,29-70-574,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,0.9,,cm,M9373,http://www.penn.museum/collections/object/41208,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3267,185562,Egyptian,29-70-576,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Splitting from corrosion,,,,,,,,2.0,,cm,M9716,http://www.penn.museum/collections/object/185562,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3268,207765,Egyptian,29-70-577,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Thin and badly corroded,,,,,,,,1.6,,cm,M9841,http://www.penn.museum/collections/object/207765,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3269,150183,Egyptian,32-42-1200.391,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A310,http://www.penn.museum/collections/object/150183,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3270,319943,Egyptian,29-70-585,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,3.4,,cm,M11953,http://www.penn.museum/collections/object/319943,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3271,126966,Egyptian,29-70-579,Coin,,Ptolemaic,Egypt|Mit-Rahineh,Bronze,Ptolemaic Period|Thirty-Third Dynasty,305 - 30 BC,-306,-29,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,,,2.0,,cm,M10203,http://www.penn.museum/collections/object/126966,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3272,96392,Egyptian,29-70-582,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Split and corroded,,,,,,,,2.0,,cm,M11672,http://www.penn.museum/collections/object/96392,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3273,5926,Egyptian,29-70-586,Coin,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Badly corroded,,,,,,,,2.1,,cm,M11954,http://www.penn.museum/collections/object/5926,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3274,287827,Egyptian,E2923,Offering Table,,,Egypt|Giza,Limestone,Old Kingdom|Fifth Dynasty,2500 - 2350 BC,-2501,-2349,"Distribution from the British School of Archaeology; Sir William Matthew Flinders Petrie, 1907",,Inscribed. Of Kapefre.,,,,,,,,,,,ES2923,http://www.penn.museum/collections/object/287827,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3275,83956,Egyptian,E8478,Bowl,,Meroitic,Egypt|Nubia|Karanog Cemetery,Ceramic|Paint,,100 BC-AD 300,-100,300,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Small shallow bowl.  Rim decorated with rectangles bordered with 2 stripes.  In the center of the bowl is a head with large eyes and pointed ears.,,,Painted,,2.8,,,9.5,,cm,,http://www.penn.museum/collections/object/83956,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3276,31020,Egyptian,E8616,Cup,,Meroitic,Egypt|Nubia|Karanog Cemetery,Ceramic|Paint,,100 BC-AD 300,-100,300,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,"Decorated, F. xlviii.",,,Painted,,,,,,,,,http://www.penn.museum/collections/object/31020,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3277,499224,Egyptian,E7104.4,Stela,,Meroitic,Egypt|Nubia|Karanog Cemetery,Sandstone,,,,,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Inscribed.,,,,,,,,,,,,http://www.penn.museum/collections/object/499224,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3278,499221,Egyptian,E7104.1,Stela,,Meroitic,Egypt|Nubia|Karanog Cemetery,Sandstone,,,,,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Inscribed.,,,,,,,,,,,,http://www.penn.museum/collections/object/499221,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3279,518396,Egyptian,E15729.81A,Mastaba,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2520 - 2170 BC,-2520,-2170,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/518396,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3280,518406,Egyptian,E15729.93B,Mastaba,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Fifth Dynasty (uncertain),2530 - 2170 BC,-2530,-2170,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/518406,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3281,508284,Egyptian,E7077.1,Stela Fragment,,Meroitic,Egypt|Nubia|Karanog Cemetery,Sandstone|Pigment,,,,,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,"Upper portion of a painted sandstone stela.  Joins to E7077.2.  Painting depicts the neck and torso of a standing male figure, facing left.",,,,,5.0,16.0,19.0,,,cm,,http://www.penn.museum/collections/object/508284,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3282,518383,Egyptian,E15729.55A,Mastaba,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2507 - 2170 BC,-2507,-2170,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/518383,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3283,277373,Egyptian,E15729.2,Mastaba|False Door,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,"Block from the left jamb of the false door from the tomb of Kapure.  This block contains an image of the deceased standing holding a folded cloth in his right hand and a staff in his left hand.  Above the figure is a single line of text listing his name, Ka(j)-pw-re.",,,,,124.0,0.0,64.0,,,cm,,http://www.penn.museum/collections/object/277373,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3284,42884,Egyptian,E15729.4,Mastaba|False Door,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/42884,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3285,3939,Egyptian,E15729.6,Mastaba|Relief,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/3939,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3286,308691,Egyptian,E15729.8,Mastaba|Relief,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/308691,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3287,43682,Egyptian,E15729.10,Mastaba|Relief,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/43682,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3288,2256,Egyptian,E15729.12,Mastaba|Relief,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/2256,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3289,313510,Egyptian,E15729.14,Mastaba|Relief,,,Egypt|Saqqara,Limestone|Pigment,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),2500 - 2170 BC,-2501,-2169,"Gift of John Wanamaker, 1904",,,,,,,,,,,,,,http://www.penn.museum/collections/object/313510,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3290,245820,Egyptian,E1461,Jar,,,Egypt|Ballas (uncertain)|Naqada (uncertain),Ceramic,Egyptian Predynastic Period,5000 - 3000 BC,-5001,-2999,"Distribution from the Egyptian Research Account; William Flinders Petrie, 1895",,"Red and black polished pottery, black top. Small flat base; ovoid-shaped body; high sloping shoulders; short neck; wide mouth. Broken and mended.",,,Black Top Ware,,,,,,,,ES 1461,http://www.penn.museum/collections/object/245820,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
3291,188088,Egyptian,E251,Wall,,,Egypt|Illahun,Limestone|Pigment,Middle Kingdom|Twelfth Dynasty,1938 - 1759 BC,-1939,-1758,"Purchased from William Flinders Petrie, 1890",,"Limestone. Incised and painted, from a large offering-list. From Shrine of Princess ""Atum-Neferu."" See E 246.",,,,,,,,,,,ES251,http://www.penn.museum/collections/object/188088,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
