,accession_credit_line,creator,culture,culture_area,curatorial_section,date_made,date_made_early,date_made_late,description,emuIRN,iconography,image_url,manufacture_locationlocus,material,measurement_height,measurement_length,measurement_outside_diameter,measurement_tickness,measurement_unit,measurement_width,native_name,object_name,object_number,other_numbers,period,provenience,technique,url
2712,,,,,Egyptian,,,,"Fragment from left of stele. Sunk relief. Figure of man, head missing.",248069,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276567.jpg""",,Limestone,,,,,,,,Stela,E17820,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/248069
2713,,,,,Egyptian,,,,,147892,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276533.jpg""",,Limestone,,,,,,,,Stela,E17779,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/147892
2714,,,,,Egyptian,,,,,198,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276584.jpg""",,Limestone,,,,,,,,Stela,E17777,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/198
2715,,,,,Egyptian,,,,,207490,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276563.jpg""",,Limestone,,,,,,,,Stela,E17775,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/207490
2716,,,,,Egyptian,,,,,71130,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276467.jpg""",,Limestone,,,,,,,,Stela,E17773,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/71130
2717,,,,,Egyptian,,,,,259254,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276525.jpg""",,Limestone,,,,,,,,Stela,E17771,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/259254
2718,,,,,Egyptian,,,,Fragment.,35366,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276575.jpg""",,Limestone,,,,,,,,Offering Table,E17754,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/35366
2719,,,,,Egyptian,,,,,71705,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276566.jpg""",,Limestone,,,,,,,,Stela,E17752,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/71705
2720,,,,,Egyptian,,,,"Fragment of limestone stela with one well-incised hieroglyph, the upper portion of a man.",60485,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276441.jpg""",,Limestone,,,,,,,,Lintel,E17750B,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/60485
2721,,,,,Egyptian,,,,"Very crudely incised semi-hieratic /m/ owl facing right.  Portion of an /r/ hieroglyph at the left broken edge, possibly the beginning of the title jmj-r, ""overseer.""",248511,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276574.jpg""",,Limestone,,,,,,,,Lintel Fragment,E17748B,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/248511
2722,,,,,Egyptian,,,,"Fragmentary stela depicting standing man in long kilt, facing left.",237441,Man,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276401.jpg""",,Limestone,,,,,,,,Stela,E17736A,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/237441
2723,,,,,Egyptian,,,,Fragmentary stela depicting the right hand of a woman.,163452,Woman,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276571.jpg""",,Limestone,,,,,,,,Stela,E17739A,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/163452
2724,,,,,Egyptian,,,,"Fragmentary lintel, end of a single line or roughly incised hieroglyphs bearing the name ""Iam.""",81292,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276414.jpg""",,Limestone,,,,,,,,Lintel,E17743A,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/81292
2725,,,,,Egyptian,,,,Badly broken limestone stela with three lines of roughly incised hieroglyphs.,154575,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276410.jpg""",,Limestone,,,,,,,,Stela,E17745A,,,Egypt|Dendereh,Incised,http://www.penn.museum/collections/object/154575
2726,,,,,Egyptian,,,,"Green, details black. Inscribed: of Khensuen..... .",250282,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/120381.jpg""",,Faience,,,,,,,,Shawabti,E17559,,,Egypt,,http://www.penn.museum/collections/object/250282
2727,,,,,Egyptian,,,,Green. Uninscribed.,290603,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/120297.jpg""",,Faience,,,,,,,,Shawabti,E17553,,,Egypt,,http://www.penn.museum/collections/object/290603
2728,,,,,Egyptian,,,,"Light red ware. Traces of dark red painted horizontal bands. Flat base; ovoid-shaped body; inset neck, rolled rim.",305362,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/199833.jpg""",,Ceramic|Paint,,,,,,,,Jar,E17534,,,Egypt|Naqada,,http://www.penn.museum/collections/object/305362
2729,"Distribution from the Egypt Exploration Society, 1923",,,,Egyptian,,,,Fragment of wig inlay made of blue faience.,491081,Wig,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206992.jpg""",,Faience,,,,,,,,Inlay,E17927,23/434,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/491081
2730,"Distribution from the Egypt Exploration Society, 1924",,,,Egyptian,1539 - 1292 BC,-1540,-1291,Inlay fragment with textile imprint on back.,256065,Duck,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77396.jpg""",,,,,,,,,,Inlay,E17897,,New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/256065
2731,,,,,Egyptian,,,,Wooden head of a statue.  Very badly damaged by insect activity. Two inlaid stone eyes in a copper rim.,460950,Human head,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/209355.jpg""",,Wood|Copper,,,,,,,,Statue,E17910,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/460950
2732,,,,,Egyptian,,,,"Rectangular slab. Inscribed: ""King of Upper and Lower Egypt,"" and figures of Horus and Buto; at top, lower part of name [see card for hieroglyphs] all in relief: perhaps from Temple of Amenhotep I at Abydos.",76643,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276357.jpg""",,Sandstone,,,,,,,,Architecture,E17315,,,Egypt|Abydos (uncertain),,http://www.penn.museum/collections/object/76643
2733,,,,,Egyptian,,,,"Fragment of stela. In center, seated man; on right, back of head and shoulder of another man; on left, standing man. Part of inscription at top.",154533,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276307.jpg""",,Limestone,,,,,,,,Stela,E17313,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/154533
2734,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100 BC-AD 300,-100,300,Glass bottle. 25+ fragments of a Dolphin Aryballos.  Globular aryballos-shaped body. 2 Dolphin-like handles.  Body incised with circles and lines.,218436,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/257579.jpg""",,Glass,,,,,,,,Dolphin Aryballos,E7357,GL-EG (ancient glass project),,Egypt|Nubia|Karanog Cemetery,Blown|Incised,http://www.penn.museum/collections/object/218436
2735,"Received from various sources, pre-1928",,,,Egyptian,,,,Rectangular block. Probably part of a wall relief. Part of an inscription in bas relief with traces of red paint. A row of stars at the top with traces of blue paint.,56242,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274806.jpg""",,Limestone|Pigment,,,,,,,,Building Fragment,E456,E12515?,,Egypt,,http://www.penn.museum/collections/object/56242
2736,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1292 - 1190 BC,-1293,-1189,"Ba bird, blue and red on white.",163870,Ba Bird,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/410603.jpg""",,Wood|Pigment,,6.7,,,cm,,,Statue,29-86-378,DAN1748,New Kingdom|Nineteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/163870
2737,"The Eckley B. Coxe Jr. Expedition to Nubia, Aniba; D. Randall-MacIver and C. L. Wooley, 1911",,,,Egyptian,1292 - 1075 BC,-1293,-1074,White faience shabti with red face and hands. Hieroglyphs and details in brown.,329786,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/410712.jpg""",,Faience,,,,,,,,Shawabti,E11098B,,New Kingdom|Nineteenth Dynasty|Twentieth Dynasty,Egypt|Nubia|Aniba,,http://www.penn.museum/collections/object/329786
2738,"The Eckley B. Coxe Jr. Expedition to Nubia, Aniba; D. Randall-MacIver and C. L. Wooley, 1911",,,,Egyptian,1292 - 1075 BC,-1293,-1074,White faience with details in brown. Inscribed: of Nubemweskhet.,232643,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/410716.jpg""",,Faience,,,,,,,,Shawabti,E11098P,,New Kingdom|Nineteenth Dynasty|Twentieth Dynasty,Egypt|Nubia|Aniba,,http://www.penn.museum/collections/object/232643
2739,,,,,Egyptian,,,,Fragments.,239771,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276459.jpg""",,Limestone,,,,,,,,Stela,E17884,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/239771
2740,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,Part of Pehlevi document.,287829,Contract,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186172.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16496,Muller P.13,,Egypt,,http://www.penn.museum/collections/object/287829
2741,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Inscribed.  ""The lady of the house, Enkhis......""  ""Re-Herakhte, the Great God.""  ""The Chief Reader Zekhonsefonkh, triumphant, the son of the Chief First Reader Pachrad.....""<br /><br />See 0--0146",4113,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274205.jpg""",,Limestone,,,,,cm,,,Stela,29-87-469,1898,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/4113
2742,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,Green,488111,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205347.jpg""",,Glass,,,,,,,,Bead,E842.4,,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488111
2743,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,,143805,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273116.jpg""",,Limestone,,11.5,,,cm,11.5,,Stela,29-66-791,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/143805
2744,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1903",,,,Egyptian,1539-1292 BC,-1539,-1292,Painted limestone shabti of Meketniwetef.  Figure wears a long blue wig and an elaborately painted collar.  The arms are crossed at the breast.  There are seven lines of inscription containing ch. 6 of the Book of the Dead. In the multimedia photo E 11531 is second from the left.,9902,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77317.jpg""",,Limestone|Pigment,23.0,,,,cm,8.0,,Shawabti,E11531,AES 3513,Eighteenth Dynasty|New Kingdom,Egypt|Abydos,,http://www.penn.museum/collections/object/9902
2745,"Purchased from H. Kevorkian, 1925",,,,Egyptian,,,,Bronze seated statue of the goddess Sekhmet. Right hand missing. Base broken and mended.,19795,Sekhmet,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/173270.jpg""",,Bronze,19.5,,,,cm,6.5,,Statue,E14308,314,Late Period,Egypt,,http://www.penn.museum/collections/object/19795
2746,"Petrie Exploration; subscription of Mr & Mrs. Charles H. Cramp, 1894",,,,Egyptian,,,,"Fragment of a stele. The adoration of the god Min, Isis, and Horus by Minmose. Rough work.  Fine grained sandstone.",190740,Min |Horus|Osiris,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/413413.jpg""",,Sandstone,,,,,cm,,,Stela,E981,ES 981,,Egypt|Coptos,,http://www.penn.museum/collections/object/190740
2747,"Distribution from the Egypt Exploration Fund, 1901",,,,Egyptian,3000 - 2800 BC,-3001,-2799,"Roughly formed round-topped stela.  Surface is badly eroded, and there is no discernable inscription remaining.",338698,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275437.jpg""",,Limestone,,,,,,,,Stela,E9903,AES 2430,Egyptian Early Dynastic|First Dynasty,Egypt|Abydos|Umm el-Ga'ab,,http://www.penn.museum/collections/object/338698
2748,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,Buff pottery,248633,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/257404.jpg""",,Terracotta,,39.0,,,cm,31.0,,Offering Tray,29-65-736,D4584,,Egypt|Dendereh,,http://www.penn.museum/collections/object/248633
2749,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,Egyptian,,,,Blue color,212941,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/114217.jpg""",,Frit,,8.9,,2.8,cm,8.3,,Fragment,29-85-482,M4513,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/212941
2750,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1075-656 BC,-1075,-656,"Of Paukhonsu, scribe of the temple of Khonsu. Shabti holds a hoe in each hand and a basket is suspended from his back.  The shabti is blue with black decoration.  No shabti spell. In the multimedia photo 29-86-250 is on the right.",126702,paukhonsu,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/120301.jpg""",,Faience,13.0,,,,cm,5.0,,Shawabti,29-86-250,DAN1675,New Kingdom|Nineteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/126702
2751,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1539-1292 BC,-1539,-1292,"Unpainted limestone shabti of Pawah.  The figure wears a long wig and his arms are crossed at his breast. In his left hand he holds a plant (?) and in his right, a hoe (?).  There are seven lines of inscription containing ch. 6 of the Book of the Dead. In the multimedia photo 29-86-352 is on the right.",118222,Man|pawah,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77317.jpg""",,Limestone|Pigment,22.0,,,,cm,8.0,,Shawabti,29-86-352,,New Kingdom|Eighteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/118222
2752,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1292-1190 BC,-1292,-1190,Wood statuette of standing king wearing a close-fitting wig and kilt.  Uraeus and proper right arm missing. Broken off at knees.,116113,King,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77505.jpg""",,Wood|Pigment,38.1,,,,cm,7.6,,Statuette,29-86-356,DAN257,New Kingdom|Nineteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/116113
2753,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Round top wooded stela. Cloth covered and stuccoed. Scene brightly colored. The decoration at the top consists of the deceased together with deities.  From left are the four sons of Horus (Qebehsenuef, Duamutef, Hapy and Imsety), then Nephthys and Isis stand behind Osiris who greets the deceased, a man named Djeddjehutyiuefankh. The goddess of the West stands behind him on the far right of the stela.  Below this are several lines of an offering prayer: A gift which the king gives to Osiris, Foremost of the Westerner, the Great god, Lord of Abydos and R-Horakhty, the great god and chief of the gods, that they may give invocation offerings of cattle and fowl, every offering and every good thing, a thousand of incense, a thousand of garments, everything good and pure, everything sweet and pleasant on which the god lives for the Osiris the Prophet of Horus, the lord of heaven and the Lord of Busiris (?) and Khonsu of Edfu, seer of the eternal Horizon, Djeddjehutyiuefankh, son of the similarly-titled, Pasetchenfy.",207311,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64289.jpg""",,Wood|Pigment|Fabric|Gesso|Linen,,46.0,,,cm,28.0,,Stela,29-86-422,1880,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/207311
2754,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Pottery, red ware. Reproduction, bed with painted decoration. With headrest",186249,Couch|Bed,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64584.jpg""",,Ceramic,9.0,17.0,,,cm,7.5,,Model,29-86-605,1723,,Egypt|Dra Abu El-Naga,Painted,http://www.penn.museum/collections/object/186249
2755,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Lower part of seated figure. Cartouche on skirt. Two small standing figures to left with two seated ones above the latter. Inscribed: A -- ""To the ""ka"" of.........Setkhy Merenptah in the house of Amun, Heti the Triumphant.""",323364,Human,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/259418.jpg""",,Limestone,20.0,,,,cm,22.5,,Statuary,29-87-452,905,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/323364
2756,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Inscribed in seven columns, (a--g)<br />a --  ...Goddess(?)<br />b--  Thai,<br />c--  Triumphant, his son Tau-wer(?)<br />d--  Triumphant, her son Bak--<br />e--  Mawet, triumphant<br />f and g --  her son, Atkhentito",319545,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274150.jpg""",,Limestone,,28.0,,,cm,,,Stela,29-87-454,1171,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/319545
2757,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1292 - 1190 BC,-1293,-1189,"Covered with religious texts: of the king's artisan, Tchewi-pewer. In five pieces (formerly numbered A--E), mended.",237053,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/259420.jpg""",,Limestone,32.0,,,12.0,cm,26.0,,Stela,29-87-474,,New Kingdom|Nineteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/237053
2758,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1390-1353,1390,1353,Small block statue of the priest Huy.  He wears a shoulder length wig.  The front of the statue is decorated with 3 lines of inscription.  The character of the face is characteristic of the last quarter of the reign of Amenhotep III,240835,Man|Priest,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/410609.jpg""",,Limestone,,,,,,,,Statue,29-87-479,DAN1739|0308,New Kingdom|Eighteenth Dynasty|Amenhotep III,Egypt|Dra Abu El-Naga,Inscribed,http://www.penn.museum/collections/object/240835
2759,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Head of Duamutef. Inscribed: ""Qebehsenuef, may he grant all offerings, and everything......"". See 29--87--509, 511, 512.",299748,Duamutef,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/232417.jpg""",,Limestone,0.265,,,,m,,,Canopic Jar,29-87-510,1339,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/299748
2760,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,1292 - 1190 BC,-1293,-1189,"Seated pair. Woman at right, man at left (see 29-87-471 B). A base evidently extended entirely around; a portion still remains at the right while for fragment of the front base see 29-87-457 A--B.<br />Inscribed: On woman's lap -- ""A gift which the king gives...""  On bottom of skirt: ...(A)mun, Hemet-netcher.""  On base at right: ""reception of favors, for the ""ka"" of the lady of the House, the songstress of Amun (Hemet)netcher. A gift that the king gives to Osiris.....""  On back, in five vertical columns, left to right: ""...for the ""ka"" of the Lady (of the House...) A(mun) Hemet-netcher"".  ""...the songstress of Amun, Hemet-netcher, justified.""  ""...the house of (Am)un, Mayme'et"".  ""...of the house of Amun, Mayme'et"".  ""...of the house of Amun, Mayme'et"".  <br /><br />Belongs with 29-87-471B.",109895,Woman,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/259372.jpg""",,Limestone,,,,,,,,Statue,29-87-471A,DAN944,New Kingdom|Nineteenth Dynasty,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/109895
2761,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Lid of a canopic jar (29-87-516A) in the form of a jackal's head. The jackal deity is Duamutef, one of the four sons of Horus.",93042,Duamutef|Jackal,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/85272.jpg""",,Limestone,16.0,,,,cm,10.3,,Canopic Jar Lid,29-87-516B,DAN1581,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/93042
2762,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,"Written across the fibres. Complete at bottom, may be complete at top. Remains of first four lines and last four lines seem to be complete on left side. Nothing on verso.",214381,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186065.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16576,Muller B,Roman Period,Egypt,,http://www.penn.museum/collections/object/214381
2763,"Purchased from Prof. Moritz; subscription of Mrs. C. C. Harrison, 1911",,,,Egyptian,,,,Two fragments of Pahlevi document(s). (E16492a/b) and one fragment (c) of a document with obscure signs.,233276,Letter,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186087.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16492A,Muller P.8,,Egypt,,http://www.penn.museum/collections/object/233276
2764,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Fragment of Greek document.,130181,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186038.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16563,Muller A,,Egypt,,http://www.penn.museum/collections/object/130181
2765,"Purchased from Prof. Moritz; subscription of John F. Lewis, 1911",,,,Egyptian,,,,Small fragment. Complete at top and incomplete everywhere else. Script with the fibres. Only parts of words preserved. Traces of letters on the verso across the fibres.,249887,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/186302.jpg""",,Papyrus|Ink,,,,,,,,Manuscript,E16573,Muller B,Roman Period,Egypt,,http://www.penn.museum/collections/object/249887
2766,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,,337890,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/314282.jpg""",,Bronze,,,,,,,,Coin,32-42-1227.7,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/337890
2767,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1931",,,,Egyptian,945-712 BC,-945,-712,Wooden headrest with fluted decoration on the base.,205250,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77394.jpg""",,Wood,,,,,,,,Head Rest,31-27-121,29-12-110,Third Intermediate Period|Twenty-Second Dynasty,Egypt|Meydum,,http://www.penn.museum/collections/object/205250
2768,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,Badly corroded.,67329,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313791.jpg""",,Bronze,,,2.0,,cm,,,Coin,32-42-1220,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/67329
2769,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,Badly corroded.,276435,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313803.jpg""",,Bronze,,,,,,,,Coin,32-42-1218E,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/276435
2770,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,Badly corroded.,179668,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313813.jpg""",,Bronze,,,,,,,,Coin,32-42-1218C,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/179668
2771,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,Badly corroded.,75145,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313785.jpg""",,Bronze,,,,,,,,Coin,32-42-1218A,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/75145
2772,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,,340568,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313827.jpg""",,Bronze,,,2.0,,cm,,,Coin,32-42-1216,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/340568
2773,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,Egyptian,,,,Badly corroded.,133685,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/313839.jpg""",,Bronze,,,2.0,,cm,,,Coin,32-42-1214B,31-12-482,Ptolemaic Period,Meydum,,http://www.penn.museum/collections/object/133685
2774,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic Period,,Egyptian,305 BC- 30 BC,-305,-30,,244330,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437967.jpg""",,Silver,,,2.8,,cm,,,Coin,29-70-602,M9430,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/244330
2775,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic Period,,Egyptian,305BCE - 30 BCE,,,Reverse: eagle facing left with closed wings,111579,Eagle,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437995.jpg""",,Silver,,,2.6,,cm,,,Coin,29-70-604,M9432,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/111579
2776,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Ptolemaic,,Egyptian,305 BCE - 30 BCE,,,Reverse: eagle facing left,161681,Eagle,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/437991.jpg""",,Silver,,,2.5,,cm,,,Coin,29-70-607,M9435,Ptolemaic Period,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/161681
